line code,line name,station name,longitude,latitude,line passed,transition,availability
110100033086,ba tong xian ,jiu ke shu,116.657533,39.890278,110100033086,0,1
110100033086,ba tong xian ,li yuan,116.668720,39.883677,110100033086,0,1
110100033086,ba tong xian ,lin he li,116.678811,39.875496,110100033086,0,1
110100033086,ba tong xian ,tu qiao,116.686349,39.871926,110100033086,0,1
110100023118,chang ping xian ,chang ping xi shan kou,116.195371,40.244624,110100023118,0,1
110100023118,chang ping xian ,shi san ling jing qu,116.207729,40.240255,110100023118,0,1
110100023118,chang ping xian ,chang ping,116.233590,40.220550,110100023118,0,1
110100023118,chang ping xian ,chang ping dong guan,116.262059,40.221726,110100023118,0,1
110100023118,chang ping xian ,bei shao wa,116.281949,40.222001,110100023118,0,1
110100023118,chang ping xian ,nan shao,116.287534,40.207492,110100023118,0,1
110100023118,chang ping xian ,sha he gao jiao yuan,116.280465,40.164666,110100023118,0,1
110100023118,chang ping xian ,sha he,116.288865,40.148278,110100023118,0,1
110100023118,chang ping xian ,gong hua cheng,116.293979,40.130900,110100023118,0,1
110100023118,chang ping xian ,zhu xin zhuang,116.313698,40.104297,110100023114|110100023118,1,1
110100023118,chang ping xian ,sheng ming ke xue yuan,116.294230,40.094790,110100023118,0,1
110100023118,chang ping xian ,xi er qi,116.306295,40.053034,110100033066|110100023118,1,1
900000076659,da xing guo ji ji chang xian ,CaoQiao,116.351387,39.845869,110100023282|900000076659,1,1
900000076659,da xing guo ji ji chang xian ,DaXing XinCheng,116.365522,39.735583,900000076659,0,1
900000076659,da xing guo ji ji chang xian ,DaXing JiChang,116.416725,39.511375,900000076659,0,1
110100023092,fang shan xian ,yan cun dong,116.100817,39.729028,110100023092|900000029622,1,1
110100023092,fang shan xian ,su zhuang,116.125306,39.723188,110100023092,0,1
110100023092,fang shan xian ,liang xiang nan guan,116.140804,39.723202,110100023092,0,1
110100023092,fang shan xian ,liang xiang da xue cheng xi,116.156282,39.723157,110100023092,0,1
110100023092,fang shan xian ,liang xiang da xue cheng,116.176541,39.723159,110100023092,0,1
110100023092,fang shan xian ,liang xiang da xue cheng bei,116.183480,39.729906,110100023092,0,1
110100023092,fang shan xian ,guang yang cheng,116.184985,39.747930,110100023092,0,1
110100023092,fang shan xian ,li ba fang,116.189486,39.760636,110100023092,0,1
110100023092,fang shan xian ,chang yang,116.212692,39.763871,110100023092,0,1
110100023092,fang shan xian ,dao tian,116.218840,39.794885,110100023092,0,1
110100023092,fang shan xian ,da bao tai,116.291681,39.807810,110100023092,0,1
110100023092,fang shan xian ,guo gong zhuang,116.301889,39.814322,110100023116|110100023092,1,1
110100023096,shou du ji chang xian ,T3 hang zhan lou,116.615583,40.052657,110100023096,0,1
110100023096,shou du ji chang xian ,T2 hang zhan lou,116.592808,40.079311,110100023096,0,1
110100023096,shou du ji chang xian ,san yuan qiao,116.456997,39.961508,110100023282|110100023096,1,1
110100023096,shou du ji chang xian ,dong zhi men,116.435842,39.941626,110100023098|110100033066|110100023096,1,1
110100023060,xi jiao xian ,ba gou,116.293727,39.974179,110100023282|110100023060,1,1
110100023060,xi jiao xian ,yi he yuan xi men,116.263248,39.985697,110100023060,0,1
110100023060,xi jiao xian ,cha peng,116.248100,39.982113,110100023060,0,1
110100023060,xi jiao xian ,wan an,116.231977,39.984001,110100023060,0,1
110100023060,xi jiao xian ,zhi wu yuan,116.214853,39.993582,110100023060,0,1
110100023060,xi jiao xian ,xiang shan,116.204491,39.994056,110100023060,0,1
900000029622,yan fang xian ,yan cun dong,116.100817,39.729028,110100023092|900000029622,1,1
900000029622,yan fang xian ,zi cao wu,116.086720,39.724606,900000029622,0,1
900000029622,yan fang xian ,yan cun,116.080165,39.716731,900000029622,0,1
900000029622,yan fang xian ,xing cheng,116.061370,39.713681,900000029622,0,1
900000029622,yan fang xian ,da shi he dong,116.039906,39.709893,900000029622,0,1
900000029622,yan fang xian ,ma ge zhuang,116.016606,39.705103,900000029622,0,1
900000029622,yan fang xian ,rao le fu,116.006103,39.701471,900000029622,0,1
900000029622,yan fang xian ,fang shan cheng guan,115.989599,39.706061,900000029622,0,1
900000029622,yan fang xian ,yan shan,115.973395,39.719615,900000029622,0,1
110100023102,yi zhuang xian ,song jia zhuang,116.428368,39.845849,110100023100|110100023282|110100023102,1,1
110100023102,yi zhuang xian ,xiao cun,116.448364,39.834217,110100023102,0,1
110100023102,yi zhuang xian ,xiao hong men,116.459226,39.827951,110100023102,0,1
110100023102,yi zhuang xian ,jiu gong,116.460789,39.806910,110100023102,0,1
110100023102,yi zhuang xian ,yi zhuang qiao,116.480307,39.803011,110100023102,0,1
110100023102,yi zhuang xian ,yi zhuang wen hua yuan,116.490632,39.806890,110100023102,0,1
110100023102,yi zhuang xian ,wan yuan jie,116.505403,39.802971,110100023102,0,1
110100023102,yi zhuang xian ,rong jing dong jie,116.513321,39.793189,110100023102,0,1
110100023102,yi zhuang xian ,rong chang dong jie,116.521688,39.782832,110100023102,0,1
110100023102,yi zhuang xian ,tong ji nan lu,116.539901,39.772962,110100023102,0,1
110100023102,yi zhuang xian ,jing hai lu,116.562321,39.783673,110100023102,0,1
110100023102,yi zhuang xian ,ci qu nan,116.581357,39.795118,110100023102,0,1
110100023102,yi zhuang xian ,ci qu,116.591502,39.803500,110100023102,0,1
110100023102,yi zhuang xian ,yi zhuang huo che zhan,116.601913,39.812607,110100023102,0,1
